地區,村里碼,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,編碼,學歷,經歷,政見,unique
新竹縣竹北市新國里,22,彭德昌,1,男,1956,無黨籍及未經政黨推薦,1462,0.456,0,否,770101221,"國立竹東高
中
政大行政專
科","一竹北市新國社區發
展協會理事長。
二彭德昌地政士事務
所負責人。
三新竹縣社區規劃師
(精修班)
四新國社區環保志工
社福志工隊長。
五台大新竹醫院主任。","一、辦理社區關懷據點及C級巷弄長照站，以健康促進活動及共餐照顧社區長者。
二、結合衛生福利部之預防及延緩失能計畫，以衰弱老人及輕、中度失能(智)老
人為對象，以預防人口老化、平均餘命延長，發展可近、普及、有效的社區
預防照護網絡，扎根社區永續據點。
三、申辦兒童課後照顧服務中心，免費照顧低收入戶、身心障礙戶、及原住民學
童，一般家庭學童酌收費用(提供晚餐)。
四、避免本里社區蚊蟲孳生，每年將噴灑環境用藥四次以上，確實做到路平、燈
亮、水溝通。
五、積極參與社造工作，培養社區規劃師，以美化社區環境、改造里內閒置、窳
陋空間及巷弄花圃，並規劃成立環境教育場域，激發里民產生環境意識及環
境的正向態度，提升里民生活品質。
六、農村再生培根計畫推動執行，改造非都市計畫區域與修築豆子埔溪行人步道
、成立食農教育園區讓食農教育從小紮根。
七、願景：打造新國里為環保低碳永續家園，成為宜人宜居之社區。",1
新竹縣竹北市新國里,22,吳勝隆,2,男,1970,無黨籍及未經政黨推薦,1744,0.5439,1,否,770101222,"1.新社國小
2.竹北國中
3.明新科技
大學
(五專)","1.華特電子課長
2.廣成金香行負責人
3.廣成禮儀負責人","1.新世代、新思維、建設繁榮新國里。
2.里民服務e世代，即時反應、即時處理。
3.爭取里內各項休閒、運動場所、公園之設立。
4.增加里內各巷道、監視器之設立，維護里民生命財產之安全。",1
新竹縣竹東鎮大鄉里,7,范綱朋,1,男,1954,無黨籍及未經政黨推薦,1389,0.5267000000000001,1,否,770102071,"竹東大同园小
新竹第二初級中
學
新竹義民中學
大華科技大學改
制前大華工專二
專部肄業
","台灣中油公司加油站站長
台灣石油工會理事監事
新竹縣體育會香功委員會總
幹事
竹東大鄉社區發展協會常務
監事
竹束義消額問","(一)熱忱、誠懇、用心、真誠、付出。
(二)全職熱心服務大鄉,改變得更美好。
(三)做里民生命中的貴人,全心全職找得到!看得到!做得到!
(四)您交代,我來做,大鄉變更好!
(五)全力爭取建設,打造大鄉!",1
新竹縣竹東鎮大鄉里,7,馮正煒,2,男,1959,無黨籍及未經政黨推薦,1248,0.4732,0,否,770102072,新竹高中畢業,"竹東鎮大鄉萬善祠主任委員
竹東鎮大鄉人文環保促進會
理事長
竹東下公舘郵局業務佐
曾任:竹東凱旋大地社區主
任委員
曾任:新竹縣宋楚瑜之友會
會長","美麗大鄉(感恩環保志工們,長期為里內環境維護的付出。
結合范圖威代表,為這群默默奉獻者,爭取更多的福利回饋。
2中正南路分隔岛及里内畸零地、綠帶應予優化美化。
服務大郷結合大郷社區發展協會、大郷人文環保促進會、大郷萬善祠、竹東慈惠
堂、大鄉德福祠·· 等團體之委員、理監人際絡,發掘问題,解決
問題。(急難救助、濟弱扶貧.
2感謝鄰長們無私的付出,强化鄰長系统的通報效率,落實服務到府的目
標。
3强化與社區管委會的聯紧,協助各社區争取經費,舉辦社區睦鄰活動,
促進社區住户情谊。
安全大鄉门畅通與治安機關的联察,即时通報危安事務,预防危安事件。
2世纪星鑽社區前交通號誌應予調整,以利安全通行。
3建立里内巡守機制,增設錄影監视設備,維護里内安全。",1
新竹縣竹東鎮中正里,21,黃國樞,1,男,1961,無黨籍及未經政黨推薦,776,0.6334000000000001,1,否,770102211,"新竹縣私立忠信
高中畢","竹東鎮東正社區發展協會理事長
新竹縣製材業職業工會理事
竹東鎮東正社區發展協會總幹事
中正里中正福德祠管理人
中正里環保志工隊隊長","1.路平燈明
2.服務鄉親。
3.善用資源。
4.廉能務實。
5.關懷新住民文化。
",1
新竹縣竹東鎮中正里,21,鍾義春,2,男,1946,無黨籍及未經政黨推薦,449,0.3665,0,否,770102212,光武工專電機,"新竹士林電機廠股份有限公司深長
信林企業有限公司經理
警察局志工中隊長
環保志工
慈濟志工","一、爭取經费,资源共享,確實回饋里民
二、敦親睦鄰,守望相助,強化里内治安。
三、整頓環境,消除臟亂,提升社會水準。
四、關心弱势,照顧老弱,共創和諧社會。
五、開辦課程,進修學習,增進生活品質。
六、博採眾識,廣納建言,建設優質中正。",1
新竹縣竹東鎮忠孝里,24,鄭正雄,1,男,1938,無黨籍及未經政黨推薦,457,0.4625,0,否,770102241,國小畢業,"忠孝里里長
鄭姓宗親合理事長
寶山溪源洞仙爺廟總幹事
東孝社區協會理事長
竹東鎮調解委員",全心全力為里民服務。,1
新竹縣竹東鎮忠孝里,24,吳錦忠,2,男,1947,無黨籍及未經政黨推薦,531,0.5374,1,否,770102242,"大同國小
橫二中肄業","竹東鎮機車工總務
吳姓宗親常務監事
中士作戰文書士
中美機車行
陸軍預備士官班結訓","
一、熱忱服務鄉里,誠心誠意從聽做起聽里民聲音,積極熱忱服務主動反應民意,
落實政令宣導。
二、爭取本里建設經費。
三、1人當選,2人服務。
四、關懷弱勢,扶持老幼婦孺各項福利申請。
五、路要平,燈要亮,水溝要通。",1
新竹縣竹東鎮陸豐里,25,呂學清,1,男,1964,無黨籍及未經政黨推薦,230,0.5088,1,否,770102251,國中畢,"陸豐社區發展協會理事長
陸豐社區巡守隊隊長","一、認真踏實,服務里民。
二、結合社區發展協會,共同打造幸福社區。
三、做好里民與公部門的協調溝通管道。",1
新竹縣竹東鎮陸豐里,25,魏滾增,2,男,1949,無黨籍及未經政黨推薦,222,0.4911,0,否,770102252,"陸豐國小畢業
芎林初中畢業
桃園高農畢業","
可果美飲料醬類新竹縣市總
經銷
義美飲料餅乾竹東鎮總經銷
匯弘飲料竹東總經銷","
1.聯合芎林鄉竹東鎮陸豐里取竹林大橋北端(陸豐里文林村)往竹東方向,上橋引
道建設工程。
2.鞏固強化並美化頭前溪堤防建設。
3.加強治安維護爭取增設監視器。",1
新竹縣新埔鎮鹿鳴里,18,彭永銘,1,男,1954,無黨籍及未經政黨推薦,182,0.3466,0,否,770103181,照門國小新埔初中南山高中電機科畢業,1.新友業電氣負責人2.第13屆里長3.新埔農會第13、14、17、18屆代表,一、促進地方和諧與團結，提升地方產業。二、照顧老人福利，全力配合長照2.0政策。三、成立志工班，打造富麗農村。四、積極爭取經費，為地方建設。,1
新竹縣新埔鎮鹿鳴里,18,陳英基,2,男,1962,無黨籍及未經政黨推薦,343,0.6533,1,否,770103182,高職,1.第18屆鹿鳴里里長2.鹿鳴社區發展協會常務監事二屆、現任理事3.陳姓宗親會理事4.義警、民防顧問,一、熱誠服務里民。二、爭取地方各項建設。三、打造和諧、安全、美麗的生活環境。四、配合中央政策，如長期照顧推動、幼兒托育等，讓年輕人能更安心的打拼自己的事業。五、協助農民，農路改善、加封等以利農產品運送。,1
新竹縣關西鎮仁安里,5,黃瑞娥,1,女,1958,無黨籍及未經政黨推薦,403,0.579,1,否,770104051,"輔仁大學會計系畢
業","仁安社區發展協會志工
仁安社區發展協會會計
關西鎮公所志工","1.有效運用新桃及台電回饋金。
2.積極爭取興建里民(社區)多功能活動中心。
3.定期舉辦里民大會,聽取里民心聲,共同討論里上事務。",1
新竹縣關西鎮仁安里,5,詹勳鴻,2,男,1957,無黨籍及未經政黨推薦,293,0.4209000000000001,0,否,770104052,高職畢業,"曾任第十七屆里長
現任關西農會油茶產銷班班長
曾任新竹消防局關西911緊急救援隊
隊長","
1.里民的需求,即是我的政見。
2.爭取經費補助各項公共設施。
3.結合社區辦理各項活動。
4.爭取公有土地,提供里民社區使用。",1
新竹縣關西鎮北山里,6,王萬斌,1,男,1960,無黨籍及未經政黨推薦,230,0.4092,0,否,770104061,關西高農畢業,"曾任第十七屆里長
現任關西農會油茶產銷班班長
曾任新竹消防局關西911緊急救援隊
隊長",一切以服務里民為宗旨。,1
新竹縣關西鎮北山里,6,曾吳秀琴,2,女,1951,無黨籍及未經政黨推薦,332,0.5907,1,否,770104062,治平中學畢業 ,"新埔分局義交關西分會副分隊長
關西鎮北山里家政班班長
關西鎮太極氣功十八式運動協會常務
理事
關西鎮北山社區發展協會理事","1.里民優先,服務至上。
2.爭取經費,建設村里。
3.提昇生活品質,優質北山。
4.加強警民合作,維護治安。
5.延續辦理老人營養午餐,暨老人日托及長照服務,歌謠班、
花鼓班及各項活動。",1
新竹縣關西鎮大同里,14,范剛仁,1,男,1975,無黨籍及未經政黨推薦,284,0.4362,0,否,770104141,石光國中,"大同社區發展協會理事
關西鎮農會代表","1.誠心誠意為里民服務。
2.爭取經費、建設地方。
3.美化、綠化、推廣觀光休閒農業。",1
新竹縣關西鎮大同里,14,陳振才,2,男,1973,無黨籍及未經政黨推薦,367,0.5637,1,否,770104142,世新大學法律系畢,"現任關西鎮大同社區發展協會理事長
國立關西高中兼課教師","1.老人照顧:秉持老吾老,以及人之老」精神,持續經營公益老人送餐到府服務。每週一至五中午為六十五歲以上長者、低收入戶或身心障礙之里民提供送餐服務。
2.安心社區:爭取相關經費,完成各鄰巷弄監視器之安装,以維護社區居民「住的安全」
3.順暢社區:爭取建設經費,維護及加強本里大街小巷的便利與安全性,保證里民「行的順暢」。
4.社區育樂:全力協助本里各社團及成長班業運作,促使本里民眾精神生活之提升。
5.法律詢:免費提供里民法律問題的相關諮詢。",1
新竹縣湖口鄉中勢村,5,李麟盛,1,男,1957,無黨籍及未經政黨推薦,980,0.4997,0,否,770105051,新湖國小湖口國中永平工商明新工專,金山電能公司工程師湖口鄉李姓宗親會總幹事常務理事日盛生命事業負責人湖口鄉環境保護協會理事湖口分駐所民防分隊、分隊長,一、爭取村內建設，加強興建老人休閒場所，開啟快速連絡網，讓每位村民的建議，最快速處理，減低抱怨程度，且建請上級盡速圓滿解決問題。二、熱忱心，服務至上，拉近村民的距離，舉辦各項活動，使村民了解村內的政策與改變和成長，達到安居和詳的快樂村民。更深層的為基層服務。三、努力去求新求變讓中勢村煥然一新，也讓村民有感中勢村的成長與進步。,1
新竹縣湖口鄉中勢村,5,葉美秀,2,女,1951,中國國民黨,981,0.5002,1,否,770105052,湖口鄉新湖國民小學畢業。初中。,湖口鄉中勢村第17、19屆村長。湖口鄉農會第10、11、13、14、15、16、17、18屆會員代表。湖口鄉中勢社區發展協會第4、5屆理事長。從事幼教工作15年。,一、本人願做專職的村長，服務鄉親。二、爭取經費建設繁榮中勢。三、密切配合社區發展協會，舉辦各項有益鄉親、身心健康之正當活動。四、不定時與志工整理環境，減少病媒蚊之產生，有個優美之環境，成為大家願置產於中勢並居住。五、關懷村內獨居老人生活。,1
